brand,model,processor_brand,processor_name,processor_generation,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,microsoft_office,latest_price,old_price,discount,star_rating,ratings,reviews,latest_price_myr,old_price_myr,discount_myr,total_storage_gb,storage_type,performance_category,price_category,brand_popularity,value_score
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,True,64990,85990,24,4.3,328,51,3145.52,4161.92,24.42,1280,Hybrid,High,Mid-range,242,0.44838373305526585
ASUS,Unknown,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,ThinNlight,17.3,0,False,False,58990,85990,31,4.8,6,1,2855.12,4161.92,31.4,1280,Hybrid,High,Mid-range,242,0.010087141696320995
DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,14.0,1,False,True,54990,80284,31,3.8,353,28,2661.52,3885.75,31.51,1280,Hybrid,Medium,Mid-range,154,0.5039977155910907
HP,Pavilion,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,1,False,True,71990,87717,17,4.3,127,20,3484.32,4245.5,17.93,1280,Hybrid,Medium,Mid-range,142,0.15673072507691602
DELL,3511,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,1,False,False,69900,87320,19,0.0,0,0,3383.16,4226.29,19.95,1280,Hybrid,Medium,Mid-range,154,0.0
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,1,False,True,65990,99290,33,4.2,241,19,3193.92,4805.64,33.54,1280,Hybrid,Medium,Mid-range,145,0.3169146378118425
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,49990,72990,31,3.9,22,2,2419.52,3532.72,31.51,1280,Hybrid,Medium,Mid-range,242,0.03546157915619627
DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,58990,74066,20,4.0,8,1,2855.12,3584.79,20.35,1280,Hybrid,Medium,Mid-range,154,0.01120793521813444
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,False,False,74590,109990,32,4.4,898,128,3610.16,5323.52,32.18,1280,Hybrid,Medium,Mid-range,145,1.094466727236466
ASUS,Unknown,Intel,Core i5,10th,8,DDR4,256,1024,Windows,32-bit,2,Casual,15.6,0,False,False,58990,67990,13,5.0,1,1,2855.12,3290.72,13.24,1280,Hybrid,Medium,Mid-range,242,0.0017512398778335061
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,64990,81990,20,0.0,0,0,3145.52,3968.32,20.73,1280,Hybrid,Medium,Mid-range,242,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,0,False,False,66490,88519,24,3.8,6,1,3218.12,4284.32,24.89,1280,Hybrid,Medium,Mid-range,154,0.007084881856487638
DELL,G3,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64-bit,4,Casual,15.6,0,False,False,77900,82300,5,4.3,179,34,3770.36,3983.32,5.35,1280,Hybrid,Medium,Mid-range,154,0.20414496228476853
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,0,False,False,67490,82600,18,3.8,41,5,3266.52,3997.84,18.29,1280,Hybrid,Medium,Mid-range,154,0.04769601900493491
DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,61990,68900,10,0.0,0,0,3000.32,3334.76,10.03,1280,Hybrid,Medium,Mid-range,154,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,True,58990,61990,4,4.3,114,9,2855.12,3000.32,4.84,1280,Hybrid,Medium,Mid-range,154,0.17169155762279695
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,False,False,74999,75500,0,4.3,268,25,3629.95,3654.2,0.66,1280,Hybrid,Medium,Mid-range,145,0.3174699376024463
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,True,68900,78999,12,5.0,6,1,3334.76,3823.55,12.78,1280,Hybrid,Medium,Mid-range,242,0.008996149647950676
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,0,False,False,71695,75732,5,4.2,153,16,3470.04,3665.43,5.33,1280,Hybrid,Medium,Mid-range,154,0.1851851851851852
acer,Travelmate,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,Casual,14.0,0,False,False,62490,85000,26,3.4,8,0,3024.52,4114.0,26.48,1280,Hybrid,High,Mid-range,58,0.008993162551413117
DELL,Inspiron,Intel,Core i5,8th,8,DDR4,0,2048,Windows,64-bit,2,Casual,15.6,1,False,True,62317,0,0,4.0,377,53,3016.14,0.0,-inf,2048,HDD,Medium,Mid-range,154,0.49997679152824476
MSI,GS66,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,8,Casual,15.6,0,False,False,207290,235990,12,0.0,0,0,10032.84,11421.92,12.16,512,HDD,Medium,Premium,50,0.0
DELL,Inspiron,Intel,Core i7,8th,16,DDR4,256,0,Windows,64-bit,4,Casual,15.6,1,False,True,87990,88532,0,4.1,120,21,4258.72,4284.95,0.61,256,SSD,High,High-end,154,0.11552767028590748
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,73990,79990,7,0.0,0,0,3581.12,3871.52,7.5,256,SSD,High,Mid-range,8,0.0
ASUS,VivoBook,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,57990,80990,28,4.3,76,9,2806.72,3919.92,28.4,512,SSD,High,Mid-range,242,0.1164348420932619
ASUS,VivoBook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,0,False,False,61990,88990,30,4.5,11,2,3000.32,4307.12,30.34,512,SSD,High,Mid-range,242,0.01649824018771331
MSI,GF63,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,False,False,79990,95990,16,4.5,484,56,3871.52,4645.92,16.67,512,SSD,High,Mid-range,50,0.5625697400504195
Lenovo,IdeaPad,Intel,Core i7,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,True,68990,99290,30,4.5,44,2,3339.12,4805.64,30.52,512,SSD,High,Mid-range,145,0.05929706030331345
Mi,Notebook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,14.0,1,False,False,59490,65999,9,4.2,399,40,2879.32,3194.35,9.86,512,SSD,High,Mid-range,2,0.582012419599072
Lenovo,IdeaPad,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,True,True,85990,125890,31,4.4,77,10,4161.92,6093.08,31.69,512,SSD,High,High-end,145,0.08140473627556513
Lenovo,Legion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,True,99990,153490,34,4.4,11,3,4839.52,7428.92,34.86,512,SSD,High,High-end,145,0.010000991833900883
Infinix,X1,Intel,Core i7,10th,16,LPDDR4X,512,0,Windows,64-bit,8,Casual,14.0,0,False,False,54990,69999,21,4.3,57,14,2661.52,3387.95,21.44,512,SSD,High,Mid-range,3,0.0920902341519132
ASUS,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,False,True,77990,96990,19,4.3,21,5,3774.72,4694.32,19.59,512,SSD,High,Mid-range,242,0.023922304170905392
Lenovo,IdeaPad,Intel,Core i7,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,0,False,False,79990,118890,32,4.0,5,2,3871.52,5754.28,32.72,512,SSD,High,Mid-range,145,0.0051659296607017395
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,True,93190,118776,21,5.0,4,0,4510.4,5748.76,21.54,512,SSD,High,High-end,142,0.004434196523589926
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64-bit,0,Casual,13.3,1,False,True,94990,122990,22,0.0,0,0,4597.52,5952.72,22.77,512,SSD,High,High-end,242,0.0
Lenovo,Thinkbook,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14.0,3,True,True,84990,109696,22,4.5,13,2,4113.52,5309.29,22.52,512,SSD,High,High-end,145,0.014221396759952546
MSI,Unknown,Intel,Core i7,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,57990,78990,26,4.4,15,0,2806.72,3823.12,26.59,512,SSD,High,Mid-range,50,0.023514992589214457
HP,Envy,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,13.3,1,True,True,102990,114751,10,4.7,11,2,4984.72,5553.95,10.25,512,SSD,High,High-end,142,0.010371695902678587
DELL,Unknown,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,16.0,1,False,False,99990,128665,22,0.0,0,0,4839.52,6227.39,22.29,512,SSD,High,High-end,154,0.0
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Gaming,16.0,0,False,False,94990,101990,6,4.5,118,15,4597.52,4936.32,6.86,512,SSD,High,High-end,242,0.11549705058379299
HP,Envy,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,True,True,104000,118776,12,0.0,0,0,5033.6,5748.76,12.44,512,SSD,High,High-end,142,0.0
MSI,Unknown,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,0,False,False,76990,85990,10,0.0,0,0,3726.32,4161.92,10.47,512,SSD,High,Mid-range,50,0.0
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Gaming,16.0,1,False,True,90190,107262,15,4.3,6,1,4365.2,5191.48,15.92,512,SSD,High,High-end,142,0.005910382113076147
Lenovo,Unknown,Intel,Core i7,11th,16,DDR4,512,0,Windows,32-bit,0,Casual,16.0,0,True,False,88488,96995,8,0.0,0,0,4282.82,4694.56,8.77,512,SSD,High,High-end,145,0.0
MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,4,Casual,16.0,1,False,False,109990,134990,18,4.3,138,30,5323.52,6533.52,18.52,512,SSD,High,High-end,50,0.11146760038470785
MSI,Sword,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,False,False,86990,107990,19,0.0,0,0,4210.32,5226.72,19.45,512,SSD,High,High-end,50,0.0
MSI,Prestige,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,1,False,False,89990,99240,9,0.0,0,0,4355.52,4803.22,9.32,512,SSD,High,High-end,50,0.0
HP,Spectre,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64-bit,0,Casual,16.0,1,True,True,239759,0,0,0.0,0,0,11604.34,0.0,-inf,512,SSD,High,Premium,142,0.0
ASUS,VivoBook,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,78990,104990,24,4.5,35,4,3823.12,5081.52,24.76,512,SSD,High,Mid-range,242,0.041196718910209464
DELL,XPS,Intel,Core i7,8th,16,DDR3,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,121890,139104,12,1.7,3,0,5899.48,6732.63,12.37,512,SSD,High,High-end,154,0.0008644829713805285
ASUS,ZenBook,Intel,Core i7,8th,16,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,85990,99990,14,4.4,18,0,4161.92,4839.52,14.0,512,SSD,High,High-end,242,0.019029678609872366
MSI,Katana,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,16.0,2,False,False,94990,117990,19,0.0,0,0,4597.52,5710.72,19.49,512,SSD,High,High-end,50,0.0
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Gaming,16.0,1,False,True,92000,113019,18,4.5,8,1,4452.8,5470.12,18.6,512,SSD,High,High-end,142,0.008084800574919152
HP,Spectre,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,True,False,162990,192977,15,3.3,3,1,7888.72,9340.09,15.54,512,SSD,High,High-end,142,0.0012549564441379588
DELL,XPS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,True,135300,135553,0,5.0,5,2,6548.52,6560.77,0.19,512,SSD,High,High-end,154,0.003817656508646228
MSI,Modern,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,15.6,0,False,False,64990,78990,17,4.4,33,5,3145.52,3823.12,17.72,512,SSD,High,Mid-range,50,0.046160889137567086
Lenovo,ThinkPad,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,3,False,False,174527,0,0,0.0,0,0,8447.11,0.0,-inf,512,SSD,High,Premium,145,0.0
Lenovo,ThinkPad,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,162299,178999,9,0.0,0,0,7855.27,8663.55,9.33,512,SSD,High,High-end,145,0.0
DELL,Inspiron,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,109190,119442,8,0.0,0,0,5284.8,5780.99,8.58,512,SSD,High,High-end,154,0.0
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,True,True,99999,102500,2,0.0,0,0,4839.95,4961.0,2.44,512,SSD,High,High-end,142,0.0
MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,2,Casual,16.0,1,False,False,104990,123990,15,4.0,85,9,5081.52,6001.12,15.32,512,SSD,High,High-end,50,0.06690911380846676
ASUS,Unknown,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16.0,0,True,False,109990,134990,18,0.0,0,0,5323.52,6533.52,18.52,512,SSD,High,High-end,242,0.0
ASUS,ZenBook,Intel,Core i7,8th,16,DDR3,512,0,Windows,64-bit,0,ThinNlight,16.0,1,False,False,99990,122990,18,4.3,30,7,4839.52,5952.72,18.7,512,SSD,High,High-end,242,0.026655536086223425
Lenovo,Unknown,Intel,Core i7,8th,16,DDR4,512,0,Windows,64-bit,2,ThinNlight,16.0,0,False,False,244801,0,0,0.0,0,0,11848.37,0.0,-inf,512,SSD,High,Premium,145,0.0
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16.0,0,False,False,94990,122990,22,0.0,0,0,4597.52,5952.72,22.77,512,SSD,High,High-end,242,0.0
Lenovo,Ideapad,Intel,Core i7,8th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,86000,0,0,0.0,0,0,4162.4,0.0,-inf,512,SSD,High,High-end,145,0.0
Lenovo,Unknown,Intel,Core i7,10th,16,DDR4,512,0,Windows,32-bit,2,Casual,16.0,0,False,False,162399,206997,21,0.0,0,0,7860.11,10018.65,21.55,512,SSD,High,High-end,145,0.0
HP,Unknown,Intel,Core i7,11th,16,DDR4,512,0,Windows,32-bit,0,Casual,15.6,0,False,False,119599,195000,38,0.0,0,0,5788.59,9438.0,38.67,512,SSD,High,High-end,142,0.0
Lenovo,Unknown,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,16.0,0,False,False,211753,214760,1,0.0,0,0,10248.85,10394.38,1.4,512,SSD,High,Premium,145,0.0
Lenovo,Intel,Intel,Core i7,11th,16,DDR4,512,0,Windows,32-bit,0,Casual,14.0,0,False,False,110999,139000,20,0.0,0,0,5372.35,6727.6,20.14,512,SSD,High,High-end,145,0.0
DELL,Unknown,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,False,99990,128665,22,0.0,0,0,4839.52,6227.39,22.29,512,SSD,High,High-end,154,0.0
ASUS,ZenBook,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,13.3,1,False,False,81990,102987,20,4.3,40,4,3968.32,4984.57,20.39,512,SSD,High,Mid-range,242,0.0433432787678413
MSI,GF63,Intel,Core i7,9th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,2,False,False,66990,104990,36,4.5,1639,230,3242.32,5081.52,36.19,512,SSD,High,Mid-range,50,2.274760048360433
MSI,GF65,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,2,False,False,84990,123990,31,4.4,498,64,4113.52,6001.12,31.45,1024,SSD,High,High-end,50,0.5326824714599662
ASUS,Zenbook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,2,Casual,14.0,1,True,True,104990,146990,28,0.0,0,0,5081.52,7114.32,28.57,1024,SSD,High,High-end,242,0.0
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,14.0,1,True,False,134990,164990,18,0.0,0,0,6533.52,7985.52,18.18,1024,SSD,High,High-end,242,0.0
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,4,Gaming,15.6,0,False,False,98990,136990,27,4.5,445,56,4791.12,6630.32,27.74,1024,SSD,High,High-end,242,0.41796072734558937
HP,Envy,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,1,False,True,144690,173453,16,4.2,17,4,7003.0,8395.13,16.58,1024,SSD,High,High-end,142,0.010195630444095388
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,13.3,0,False,False,99990,128990,22,0.0,0,0,4839.52,6243.12,22.48,1024,SSD,High,High-end,242,0.0
MSI,Stealth,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16.0,2,False,False,119990,162990,26,4.3,20,3,5807.52,7888.72,26.38,1024,SSD,High,High-end,50,0.014808386368019394
ASUS,Zephyrus,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32-bit,4,Casual,16.0,1,False,False,194990,0,0,0.0,0,0,9437.52,0.0,-inf,1024,SSD,High,Premium,242,0.0
ASUS,ZenBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,2,Casual,16.0,1,False,True,124990,146990,14,4.6,17,1,6049.52,7114.32,14.97,1024,SSD,High,High-end,242,0.012926645419801899
DELL,Inspiron,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,2,Casual,16.0,0,False,False,122410,0,0,0.0,0,0,5924.64,0.0,-inf,1024,SSD,High,High-end,154,0.0
HP,Spectre,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,True,False,179990,216368,16,4.2,13,5,8711.52,10472.21,16.81,1024,SSD,High,Premium,142,0.006267562951126784
MSI,Summit,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,4,Casual,16.0,2,True,False,154990,156990,1,4.0,3,2,7501.52,7598.32,1.27,1024,SSD,High,High-end,50,0.0015996757990380615
Lenovo,Yoga,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16.0,1,False,True,122990,167890,26,3.0,4,2,5952.72,8125.88,26.74,1024,SSD,High,High-end,145,0.0020158851751804216
ASUS,Unknown,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,1,True,False,224990,272990,17,4.7,9,0,10889.52,13212.72,17.58,1024,SSD,High,Premium,242,0.003884468736914024
HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,4,Casual,16.0,0,False,False,121990,138399,11,0.0,0,0,5904.32,6698.51,11.86,1024,SSD,High,High-end,142,0.0
HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,4,Casual,16.0,0,False,False,116990,132717,11,0.0,0,0,5662.32,6423.5,11.85,1024,SSD,High,High-end,142,0.0
Lenovo,Legion,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16.0,0,False,False,151098,224490,32,4.4,7,0,7313.14,10865.32,32.69,1024,SSD,High,High-end,145,0.004211597207218787
MSI,Pulse,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,8,Casual,16.0,2,False,False,129990,179990,27,4.2,14,3,6291.52,8711.52,27.78,1024,SSD,High,High-end,50,0.009345913229235543
HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16.0,1,True,False,149999,178464,15,0.0,0,0,7259.95,8637.66,15.95,1024,SSD,High,High-end,142,0.0
MSI,Unknown,Intel,Core i7,12th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16.0,0,False,False,139990,156990,10,4.5,4,2,6775.52,7598.32,10.83,1024,SSD,High,High-end,50,0.0026566226651238574
acer,Predator,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16.0,1,False,False,129990,149990,13,4.5,54,7,6291.52,7259.52,13.33,1024,SSD,High,High-end,58,0.03862341691673872
HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,8,Casual,16.0,1,False,True,171990,197862,13,0.0,0,0,8324.32,9576.52,13.08,1024,SSD,High,Premium,142,0.0
DELL,Inspiron,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,2,Casual,16.0,1,False,True,93955,122300,23,4.8,4,0,4547.42,5919.32,23.18,1024,SSD,High,High-end,154,0.004222174331818921
ASUS,ROG,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,8,Casual,15.6,0,False,False,234990,324990,27,0.0,0,0,11373.52,15729.52,27.69,1024,SSD,High,Premium,242,0.0
HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16.0,1,True,True,128500,152042,15,3.7,3,1,6219.4,7358.83,15.48,1024,SSD,High,High-end,142,0.0017847380776280673
Lenovo,Yoga,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,True,True,102990,104033,1,4.4,16,2,4984.72,5035.2,1.0,1024,SSD,High,High-end,145,0.01412316037811552
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16.0,1,True,False,119990,158990,24,4.8,8,1,5807.52,7695.12,24.53,1024,SSD,High,High-end,242,0.006612116703859822
ASUS,Unknown,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32-bit,6,Casual,16.0,0,False,False,120980,149999,19,0.0,0,0,5855.43,7259.95,19.35,1024,SSD,High,High-end,242,0.0
ASUS,Zephyrus,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32-bit,6,Casual,16.0,1,False,False,157249,220990,28,4.3,7,0,7610.85,10695.92,28.84,1024,SSD,High,High-end,242,0.003954880203919404
Lenovo,Unknown,Intel,Core i7,9th,16,DDR4,1024,0,Windows,64-bit,4,ThinNlight,16.0,0,False,False,229900,272000,15,0.0,0,0,11127.16,13164.8,15.48,1024,SSD,High,Premium,145,0.0
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16.0,1,False,False,131500,175000,24,0.0,0,0,6364.6,8470.0,24.86,1024,SSD,High,High-end,242,0.0
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,16.0,0,False,False,154990,172990,10,5.0,3,0,7501.52,8372.72,10.41,1024,SSD,High,High-end,242,0.001999594748797577
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,16.0,0,False,False,165990,202990,18,0.0,0,0,8033.92,9824.72,18.23,1024,SSD,High,Premium,242,0.0
Lenovo,Yoga,Intel,Core i7,10th,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,16.0,0,False,False,119990,148082,18,2.5,2,1,5807.52,7167.17,18.97,1024,SSD,High,High-end,145,0.0008609526958150811
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,16.0,0,False,False,167990,202990,17,0.0,0,0,8130.72,9824.72,17.24,1024,SSD,High,Premium,242,0.0
HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16.0,1,True,False,165000,198825,17,0.0,0,0,7986.0,9623.13,17.01,1024,SSD,High,High-end,142,0.0
Avita,Liber,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,62990,83390,24,3.9,207,49,3048.72,4036.08,24.46,1024,SSD,High,Mid-range,8,0.2647996536251279
Lenovo,ThinkBook,Intel,Core i7,11th,16,LPDDR4,1024,0,Windows,64-bit,0,Casual,13.0,1,False,True,85990,148158,41,3.4,7,2,4161.92,7170.85,41.96,1024,SSD,High,High-end,145,0.0057185145317545745
HP,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,2,Casual,13.3,1,False,True,94990,160134,40,0.0,0,0,4597.52,7750.49,40.68,1024,SSD,High,High-end,142,0.0
HP,Omen,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16.1,1,False,True,136990,157563,13,0.0,0,0,6630.32,7626.05,13.06,1024,SSD,High,High-end,142,0.0
Lenovo,Legion,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,8,Casual,15.6,1,False,True,234990,349890,32,0.0,0,0,11373.52,16934.68,32.84,1024,SSD,High,Premium,145,0.0
acer,Predator,Intel,Core i7,10th,16,DDR4,2048,0,Windows,64-bit,8,Casual,16.0,1,False,False,159990,160190,0,3.8,4,0,7743.52,7753.2,0.12,2048,SSD,High,High-end,58,0.001962931586668595
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,2048,0,Windows,64-bit,0,Casual,16.0,0,False,False,233990,0,0,0.0,0,0,11325.12,0.0,-inf,2048,SSD,High,Premium,242,0.0
ASUS,ExpertBook,Intel,Core i7,10th,16,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,0,False,False,93990,0,0,0.0,0,0,4549.12,0.0,-inf,1024,HDD,High,High-end,242,0.0
HP,15,Intel,Core i7,8th,16,DDR4,128,1024,Windows,64-bit,4,Casual,15.6,1,False,False,116941,0,0,0.0,0,0,5659.94,0.0,-inf,1152,Hybrid,High,High-end,142,0.0
MSI,GF63,Intel,Core i7,10th,8,DDR4,256,1024,Windows,64-bit,4,Casual,15.6,2,False,False,63990,83990,23,4.3,794,83,3097.12,4065.12,23.81,1280,Hybrid,High,Mid-range,50,1.102378984346748
ASUS,VivoBook,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,False,False,66990,97990,31,4.2,25,4,3242.32,4742.72,31.64,1280,Hybrid,High,Mid-range,242,0.032384218707592095
ASUS,Unknown,Intel,Core i7,11th,16,DDR4,256,1024,Windows,32-bit,0,ThinNlight,15.6,0,False,False,82500,98990,16,0.0,0,0,3993.0,4791.12,16.66,1280,Hybrid,High,Mid-range,242,0.0
acer,Predator,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64-bit,6,Casual,16.0,1,False,False,119990,140990,14,4.6,2038,313,5807.52,6823.92,14.89,1280,Hybrid,High,High-end,58,1.6142518665454442
